SKU	Name	Category	Unit of Measure	Manufacturer	Brand	Manufacturer Code	Manufacturer Name	Vendor	Vendor Code	Vendor Name	Cold Chain	UPC	NDC
TY66	Barium sulfate, 2.1% Oral suspension, 250mL bottle	Drugs_Contrast_Media	each	Bracco Diagnostics	Smoothie Readi-Cat 2	450305		McKesson Medical	690970	BARIUM, SMOOTHIE VANILLA RC2 250ML (24/CS)	FALSE		
KT88	Tubing, Suction, with Female/Male connector, Sterile, 0.1875in x 6ft	MedEquip&Supplies_Suction_Vacuum_Drainage	each	McKesson	Medi-Pak	16-66301	Suction Tubing Medi-Pak? 6 Foot 3/16 Inch Sterile Female/Male	McKesson Medical	649122	TUBING, CONN STR 3/16"X6' (50/CS)	FALSE		
UP41	Blade, Scalpel, Sterile, Single-use, Size 10	MedEquip&Supplies_Surgical	each	McKesson	Medi-Pak Performance	16-63410	Scalpel Blade Medi-Pak? Performance Size 10 Stainless Steel	McKesson Medical	630431	BLADE, SCALPEL S/S #10 (100/BX 10BX/CS)	FALSE		
ZB92	Blade, Scalpel, Sterile, Single-use, Size 11	MedEquip&Supplies_Surgical	each	McKesson	Medi-Pak Performance	16-63411	Scalpel Blade Medi-Pak? Performance Size 11 Stainless Steel	McKesson Medical	630432	BLADE, SCALPEL S/S #11 (100/BX 10BX/CS)	FALSE		
SR70	Blade, Scalpel, Sterile, Single-use, Size 15	MedEquip&Supplies_Surgical	each	McKesson	Medi-Pak Performance	16-63415	Scalpel Blade Medi-Pak? Performance Size 15 Stainless Steel	McKesson Medical	630433	BLADE, SCALPEL S/S #15 (100/BX 10BX/CS)	FALSE		
YM84	Blade, General purpose, Carbon steel, Sterile, Size 20	MedEquip&Supplies_Surgical	each	Miltex		4-120		McKesson Medical	301901	BLADE, CARBON STEEL SURG #20(100/BX)	FALSE		
GU51	Electrosurgical pencil, Single-use	MedEquip&Supplies_Surgical	each	Aaron Medical		ESP1		McKesson Medical	295970	PENCIL, SURG FOR ELECTRO BLADES (50/BX)	FALSE		
DU01	Catheter, Thoracic, Straight, Sterile, 12Fr x 20in	MedEquip&Supplies_Suction_Vacuum_Drainage	each	Covidien	Kendall Argyle	8888570507		McKesson Medical	161379	CATHETER, THORACIC STRT 12FR (10/CS)	FALSE		
CD74	Catheter, Thoracic, Straight, Sterile, 16Fr x 20in	MedEquip&Supplies_Suction_Vacuum_Drainage	each	Covidien	Kendall Argyle	8888570515		McKesson Medical	161338	CATHETER, THORACIC STRT 16FR (10/CS)	FALSE		
YE71	Catheter, Thoracic, Straight, Sterile, 20Fr x 20in	MedEquip&Supplies_Suction_Vacuum_Drainage	each	Covidien	Kendall Argyle	8888570523		McKesson Medical	160714	CATHETER, THORACIC STRT 20FR (10/CS)	FALSE		
UX40	Catheter, Thoracic, Straight, Sterile, 24Fr x 20in	MedEquip&Supplies_Suction_Vacuum_Drainage	each	Covidien	Kendall Argyle	8888570531		McKesson Medical	161339	CATHETER, THORACIC STRT 24FR (10/CS)	FALSE		
TN56	Catheter, Thoracic, Straight, Sterile, 28Fr x 20in	MedEquip&Supplies_Suction_Vacuum_Drainage	each	Covidien	Kendall Argyle	8888570549		McKesson Medical	160715	CATHETER, THORACIC STRT 28FR (10/CS)	FALSE		
AC59	Catheter, Thoracic, Straight, Sterile, 32Fr x 20in	MedEquip&Supplies_Suction_Vacuum_Drainage	each	Covidien	Kendall Argyle	8888570556		McKesson Medical	160716	CATHETER, THORACIC STRT 32FR (10/CS)	FALSE		
JZ15	Catheter, Thoracic, Straight, Sterile, 36Fr x 20in	MedEquip&Supplies_Suction_Vacuum_Drainage	each	Covidien	Kendall Argyle	8888570564		McKesson Medical	161340	CATHETER, THORACIC STRT 36FR (10/CS)	FALSE		
YP34	Catheter, Thoracic, Straight, Sterile, 40Fr x 20in	MedEquip&Supplies_Suction_Vacuum_Drainage	each	Covidien	Kendall Argyle	8888570572		McKesson Medical	161341	CATHETER, THORACIC STRT 40FR (10/CS)	FALSE		
SE76	Drape, C-arm, Poly straps, 41in x 74in	MedEquip&Supplies_Patient_Apparel_&_Hospital_Textiles	each	Microtek Medical		4951	C-Arm Drape 41 X 74 Inch	McKesson Medical	236733	DRAPE, X-RAY W/POLY STRAPS (20/CS)	FALSE		
FQ45	Drape, Laparotomy T, Abdominal, Fenestrated, Sterile, 106in x 78in x 120in	MedEquip&Supplies_Surgical	each	Welmed		1222-2110	Abdominal Drape Laparotomy T Drape 106 W X 78 W X 120 L Inch Sterile	McKesson Medical	738371	DRAPE, LAP FENSTRD W/ARMBOARD CVR STR 4X12 (18/CS)	FALSE		
GP43	Gauze, Petrolatum, Sterile, 3in x 9in	MedEquip&Supplies_Wound_Care	each	McKesson	McKesson Brand	61-20056	McKesson Brand Petrolatum Dressing Pleated Gauze / White Petrolatum 3 X 9 Inch	McKesson Medical	488942	DRESSING, PETROLATM GZE 3X9 STR(12/BX 6BX/CS)	FALSE		
ET92	Shoecover, Non-skid, Nonsterile, Extra large	MedEquip&Supplies_Staff_Apparel_&_Personal_Safety	each	McKesson	Medi-Pak Performance	16-3557	Shoe Cover Medi-Pak? Performance X-Large Non-Skid Blue NonSterile	McKesson Medical	293646	SHOECOVER, LF N/SKID XLG BLU (100PR/CS)	FALSE		
DT24	Shoecover, Non-skid, Nonsterile, Universal size	MedEquip&Supplies_Staff_Apparel_&_Personal_Safety	each	McKesson	Medi-Pak Performance	16-3511	Shoe Cover Medi-Pak? Performance One Size Fits Most Non-Skid Blue NonSterile	McKesson Medical	237334	SHOECOVER, LF N/SKID UNIV BLU (150PR/CS)	FALSE		
US76	Catheter, Foley, 2-way, 30cc balloon, Sterile, 16Fr	MedEquip&Supplies_Urological	each	Teleflex Medical	PureGold	318316	Foley Catheter PureGold? 2-Way Coude Tip 30 cc Balloon 16 Fr. Latex	McKesson Medical	192933	CATHETER, COUDE TEF 16FR 30CC (10/BX)	FALSE		
SV26	Catheter, Intermittent, Round tip, Sterile, 12Fr	MedEquip&Supplies_Urological	each	Covidien	Kendall	8887660127		McKesson Medical	163821	CATHETER, INTRMT ROBINSON RED RBR STR 12FR (100/CS	FALSE		
VH30	Catheter, Intermittent, Round tip, Sterile, 14Fr	MedEquip&Supplies_Urological	each	Covidien	Kendall	8887660143		McKesson Medical	163822	CATHETER, INTRMT ROBINSON RED RBR STR 14FR (100/CS	FALSE		
UB36	Catheter, Intermittent, Round tip, Sterile, 16Fr	MedEquip&Supplies_Urological	each	Covidien	Kendall	8887660168		McKesson Medical	161638	CATHETER, INTRMT ROBINSON RED RBR STR 16FR (100/CS	FALSE		
NM55	Alcohol, Isopropyl 70%, 16oz bottle	MedEquip&Supplies_Skin_Prep	each	McKesson	McKesson	23-D0022	Isopropyl Rubbing Alcohol Medi-Pak? 16 oz.	McKesson Medical	49176	ALCOHOL, ISOPROPYL 70% 16OZ (12/CS)	FALSE		
ST77	Apron, Utility, 36in x 42in	MedEquip&Supplies_Staff_Apparel_&_Personal_Safety	each	Graham-Field		3855		McKesson Medical	181531	APRON, UTILITY 36"X42"	FALSE		
GR70	Undergarments, Plastic, Extra large	Facilities_Waste_&_Infection_Control	each	Vision Medical	Unionall	UN-XL		McKesson Medical	508424	UNIONALL, CADAVER CLR VINYL XLG (12/BX)	FALSE		
TV97	Container, Specimen, Prefilled 10% Neutral Buffered Formalin, with Orange top, 90mL	Lab_General_Supplies	each	Fisher Scientific	Protocol	23316156		McKesson Medical	530581	CONTAINER, FORMALIN BUFF PF 10% 45ML W/ORG TOP (75	FALSE		
BA03	Bag, Infectious waste, 10-15 gallon, 24in x 32in	Facilities_Waste_&_Infection_Control	each	McKesson	Medi-Pak ULTRA-TUFF	19784	Infectious Waste Bag Medi-Pak? ULTRA-TUFF? 24 X 32 Inch	McKesson Medical	233155	BAG, BIOHAZ HD 24X32 1.2MIL (250/CS)	FALSE		
CA48	Chlorhexidine gluconate solution, 4%, 32oz bottle	MedEquip&Supplies_Skin_Prep	each	Xttrium Laboratories	Dyna-Hex	1061DYN32		McKesson Medical	639602	CHLORHEXIDINE GLUCONATE, SOL 4% 32OZ (12/CS)	FALSE		
QG02	Underpad, Tissue, 3 ply, 17in x 24in (chux)	MedEquip&Supplies_Patient_Care_&_Treatment	each	McKesson	McKesson Brand	18-16650	Underpad McKesson 17 X 24 Inch Tissue Disposable	McKesson Medical	477563	UNDERPAD, 3PLY TISSUE BLU 17X24 (50/PK 6PK/CS)	FALSE		
VJ89	Neutralizer, Glutaraldehyde, 2oz	Chemicals_Compounds_&_Mixtures	each	CIVCO Medical Instruments		610-1045		McKesson Medical	823593		FALSE		
HY89	Diaper, Adult, Medium	MedEquip&Supplies_Patient_Care_&_Treatment	each	McKesson	StayDry	BRCLMD	Brief Contoured StayDry? 32-44 Inch Medium White Heavy Absorbency	McKesson Medical	730974	BRIEF, STAY DRY CLTH BCK MED 32-44 (24/BG 4BG/CS)	FALSE		
VP18	Diaper, Newborn, 6lbs-10lbs	MedEquip&Supplies_Patient_Care_&_Treatment	each	Proctor & Gamble	Pampers Swaddlers	30374		McKesson Medical	330696	DIAPER, NWBRN HOSP TO10LB (20/PK 12PK/CS)	FALSE		
QS17	Electrode, ECG monitoring, Nonradiolucent, Foam backing, 1.4375in X 1.656in, Adult	MedEquip&Supplies_Diagnostic_Imaging	each	McKesson	McKesson Brand	87-310	ECG Monitoring Electrode McKesson Monitoring Adult Foam Non-Radiolucent	McKesson Medical	536377	ELECTRODE, EKG FOAM ALL-PURP (10/STRP 5STRP/BG)	FALSE		
ED98	Eye irrigation system, One size, 6in tubing	MedEquip&Supplies_Ophthalmology	each	Mortan	Morgan Lens	MT2000	Morgan Lens Eye Irrigation System 6 Inch Tubing Under Eyelid	McKesson Medical	382261	LENS, MORGAN MEDI-FLOW (12/BX 10BX/CS)	FALSE		
VM25	Paper, Table, Nonsterile, 18in x 225ft	MedEquip&Supplies_Exam_&_Monitoring	each	McKesson Brand	McKesson	100	Table Paper McKesson 18 Inch White Smooth	McKesson Medical	919573	PAPER, TABLE SMOOTH ECON WHT 18"X225' (12CS)	FALSE		
DC68	Razor, Twin blade, Nonsterile, Single-use	MedEquip&Supplies_Surgical	each	American Safety Razor	Personna Premium	75-4004-0000		McKesson Medical	497376	RAZOR, PREP DBL EDGE DISP (100/CT)	FALSE		
PF68	Lubricant jelly, Sterile, 5 gram packet	MedEquip&Supplies_Patient_Care_&_Treatment	each	McKesson	McKesson Brand	119-8946	Lubricating Jelly McKesson 5g Packet Sterile	McKesson Medical	788486	LUBRICATING JELLY, FOIL PKT STR 5GM (144/BX 6BX/CS	FALSE		
CK74	Tongue depressor, Wood, Nonsterile, Disposable, 6in	MedEquip&Supplies_Exam_&_Monitoring	each	McKesson	McKesson Brand	24-202	Tongue Depressor McKesson 6 L Inch Wood NonSterile	McKesson Medical	484942	BLADE, TONGUE SR 6	FALSE		
BK25	Wipe, Disinfectant, Multi-purpose, 6in x 6.75in, can of 160	Facilities_Waste_&_Infection_Control	each	Metrex Research	Caviwipes	13-1100		McKesson Medical	455706	WIPE, DISINFECTANT CAVIWIPES 6	FALSE		
MS56	Probe cover, Ultrasound, 1.25in x 8 in	MedEquip&Supplies_Diagnostic_Imaging	each	Sheathing Technologies	Sheathes	10001	Ultrasound Probe Cover Sheathes 1-1/4 Inch X 8 Inch, Condom Size Transducer - Vaginal / Rectal	McKesson Medical	234125	COVER, PROBE ULTRASOUND N/S BLK (100/BX)	FALSE		
UA13	Filter, Bacterial/Viral	MedEquip&Supplies_Anesthesia	each	Teleflex Medical		1605	Main Flow Bacterial / Viral Filter	McKesson Medical	349464	FILTER, BACTERIA VIRAL (50/CS)	FALSE		
SN11	Mask, Anesthesia, with valve, Single-use, Adult, Medium	MedEquip&Supplies_Anesthesia	each	McKesson	CLEAR-VUE PLUS	86-588E	Anesthesia Mask McKesson Clear Vue with Valve Adult, Medium	McKesson Medical	543832	MASK, ANES FACE CLEAR-VUE+ ADLT MED 22MM (20/CS)	FALSE		
NY60	Mask, Anesthesia, with valve, Single-use, Child	MedEquip&Supplies_Anesthesia	each	McKesson	McKesson CLEAR-VUE PLUS	86-586E	Anesthesia Mask McKesson Clear Vue with Valve Child	McKesson Medical	543830	MASK, ANES FACE CLEAR-VUE+ CHLD 22MM (20/CS)	FALSE		
FR32	Table cover, Nonsterile, 44in x 90in	MedEquip&Supplies_Patient_Apparel_&_Hospital_Textiles	each	Welmed		1221-4490FF	Table Cover 44 W X 90 L Inch	McKesson Medical	763448	DRAPE, BACK TABLE 40X90 N/S FANFOLD (100/CS)	FALSE		
ZM67	Drape, Laparotomy Transverse, Abdominal, Sterile, 72in x 120in	MedEquip&Supplies_Surgical	each	Kimberly Clark		89231		McKesson Medical	141443	SHEET, LAP EVOL TRANSV (14/CS)	FALSE		
JT36	Drain, Wound, Penrose, Latex, Sterile, 0.5in	MedEquip&Supplies_Wound_Drains	each	Covidien	Kendall Argyle	8888515205		McKesson Medical	161374	DRAIN, PENROSE STR 1/2"X18" (50/CS)	FALSE		
PF13	Stockinette, Cotton, Sterile, 4in x 36in roll	MedEquip&Supplies_Wound_Care	each	McKesson	Medi-Pak Performance	16-3S-436	Stockinette Medi-Pak? Performance 4 X 36 Inch Cotton Sterile	McKesson Medical	457627	STOCKINETTE, TUBULAR 1PLY STR 4"X36" (40/CS)	FALSE		
XJ57	Drape, Orthopedic, Extremity, Sterile, 90in x 131in	MedEquip&Supplies_Surgical	each	Welmed		1222-8410		McKesson Medical	738383	DRAPE, EXTREMITY UNIV 86X127 W/EXT (18/CS)	FALSE		
TH64	Drape, Orthopedic, U-Drape, Sterile, 60in x 72in	MedEquip&Supplies_Surgical	each	Welmed		1222-1910		McKesson Medical	738367	DRAPE, ORTHO POLY U W/4X21 SLIT 60X72 (60/CS)	FALSE		
HQ77	Syringe, Bulb, Irrigation, Plastic, Sterile, Single-use, 60mL	MedEquip&Supplies_Syringes	each	Amsino International		AS011		McKesson Medical	687449	SYRINGE, BULB IRR 60CC (50/CS)	FALSE		
JG06	Needle counter, 10 capacity, Plastic, Sterile	Facilities_Tools	each	Medical Action Industries		9010	Foam block needle counter (1) foam 10 count	McKesson Medical	316882	NEEDLE COUNTER, FOAM BLOCK (12/BX)	FALSE		
KK17	Marker, Surgical skin, Gentian violet ink, with Labels and ruler, Sterile	MedEquip&Supplies_Surgical	each	McKesson	Medi-Pak Performance Plus	19-0752	Surgical Skin Marker Medi-Pak? Performance Plus Gentian Violet Standard Tip Ruler Sterile	McKesson Medical	661789	MARKER, SKIN REG STR LF RULER/LABELS (50/BX)	FALSE		
AF22	Towel, OR, Sterile, 17in x 27in	MedEquip&Supplies_Surgical	each	McKesson	Medipak	16-6008-B	O.R. Towel Medi-Pak? 17 W X 27 L Inch Blue Sterile	McKesson Medical	277863	TOWEL, OR STR BLU DISP (8/PK 10PK/CS)	FALSE		
EF44	Stockinette, Cotton, Nonsterile, 2in x 25yd roll	MedEquip&Supplies_Wound_Care	each	McKesson	Medi-Pak Performance Plus	16-4T-225	Stockinette Tubular Medi-Pak? Performance 2 Inch X 25 Yard Cotton NonSterile	McKesson Medical	457629	STOCKINETTE, TUBE CTN ORTHO 2"X25YD(12RL/CS)	FALSE		
AD23	Stockinette, Cotton, Nonsterile, 4in x 25yd roll	MedEquip&Supplies_Wound_Care	each	McKesson	Medi-Pak Performance Plus	16-4T-425	Stockinette Tubular Medi-Pak? Performance 4 Inch X 25 Yard Cotton NonSterile	McKesson Medical	457631	STOCKINETTE, TUBE CTN ORTHO 4"X25YD(10RL/CS)	FALSE		
QV50	Stockinette, Cotton, Nonsterile, 6in x 25yd roll	MedEquip&Supplies_Wound_Care	each	McKesson	Medi-Pak Performance	16-4T-625	Stockinette Tubular Medi-Pak? Performance 6 Inch X 25 Yard Cotton NonSterile	McKesson Medical	457632	STOCKINETTE, TUBE CTN ORTHO 6"X25YD(6RL/CS)	FALSE		
YH15	Tubing, Suction, 0.1875in x 10ft	MedEquip&Supplies_Suction_Vacuum_Drainage	each	McKesson	Medi-Pak	16-66302	Suction Tubing Medi-Pak? 10 Foot 3/16 Inch Sterile Female/Male	McKesson Medical	649123	TUBING, CONN STR 3/16"X10' (50CS)	FALSE		
KF73	Tourniquet, 18in	Lab_General_Supplies	each	McKesson	Medi-Pak	16-6335	Medi-Pak? Tourniquet Band on Roll 18 Inch Polyisoprene	McKesson Medical	520569	TOURNIQUET, REELED LF 18	FALSE		
MR61	Inhaler, Metered dose	MedEquip&Supplies_Respiratory_Resuscitation_&_Intubation	each	Smiths Medical	Ace	11-1010		McKesson Medical	431440	SPACER, MDI VENTILATOR (25/CS)	FALSE		
NS68	Electrode, ECG monitoring, Nonradiolucent, Foam backing, 4.4cm diameter, Adult	MedEquip&Supplies_Diagnostic_Imaging	each	3M	3M Red Dot	9640		McKesson Medical	199314	ELECTRODE, EKG MONITOR ADLT (50/BG)	FALSE		
XR94	CO2 absorbent, Pail	MedEquip&Supplies_Anesthesia	each	Smiths Medical	Sodasorb	00-8880	Sodasorb CO2 Absorbent	McKesson Medical	250740	SODASRB, PAIL	FALSE		
VB22	Medicine Cup, Graduated, 1oz	MedEquip&Supplies_Drug_Dispensing	each	Medline		DYND80000H		Amazon	B000TVF1RW	DYND80000H Medline 100 EA/PK,1 TB/PK CUP,MEDICINE,GRADUATED,PLASTIC,1 OZ Medline DYND80000H	FALSE	8.11E+11	
HE14	Anti-rabies serum, 200 international units (IU)/mL, 5mL vial	Drugs_Vaccines_Antigens_&_Toxoids	each	Bharat	Equirab			Imres	40470	anti-rabies serum 1,000 I.U./5 ml (Equirab) (keep cool 2-8?C)	TRUE		
JY86	Tetanus immunoglobulin (human), 250 internatinal units (IU)/mL, 1mL vial	Drugs_Vaccines_Antigens_&_Toxoids	each	Bharat				Imres	24284	tetanus immunoglobulin 250 I.U./ml, 1 ml (human) (keep cool 2-8?C)	TRUE		
CK73	Anti-rabies vaccine, on vero cells, Single dose + diluent, vial	Drugs_Vaccines_Antigens_&_Toxoids	each	Sanofi				Imres	21862	anti-rabies vaccine, on vero cells, single dose + diluent (Verorab) (keep cool 2-8?C)	TRUE		
PB77	Suxamethonium chloride, 50mg/mL, 2mL ampoule	Drugs_Autonomic_Nervous_System	each	Rotexmedica				Imres	23887	suxamethonium chloride 50 mg/ml, 2 ml (keep cool 2-8?C)	TRUE		
VA61	Tetanus antitoxin (equine origin) 1,500 international units/mL, 1mL ampoule	Drugs_Vaccines_Antigens_&_Toxoids	each	Serum Institute				Imres	24279	tetanus antitoxin (equine origin) 1,500 I.U./ml, 1 ml (keep cool 2-8?C)	TRUE		
XE72	Mirror, Mouth, Cone Socket, Size #5	MedEquip&Supplies_Dental	each	Patterson		088-6804	Premium Mouth Mirror - #5 Size, 12/Pkg- Cone Socket	Patterson	07-088-6804	MIRROR F/S 4&5 CS/SS 12/PK - CS #5	FALSE		
SD39	Handle, Round, Mirror, Cone Socket	MedEquip&Supplies_Dental	each	Patterson		67-685	Round Handles Mirror Handle Round Handle Cone Socket	Patterson	07-088-6853	MIRROR HANDLE ROUND CS - DELUXE	FALSE		
VE97	Forceps, Articulating Paper, Standard	MedEquip&Supplies_Dental	each	Patterson		07-0838748	Patterson Articulating Paper Forceps - Standard	Patterson	07-083-8748	ART PAPER FORCEP ECN 08-300	FALSE		
UA85	Holder, Napkin, Non-Autoclavable	MedEquip&Supplies_Dental	each	Patterson		07-0887224	Patterson Napkin Holder - Nonautoclavable, 6/Pkg- Black	Patterson	07-088-7224	NAPKIN HOLDER PL SLEV 14" 6 - BLACK	FALSE		
CB58	Syringe Tip, Autoclavable, Standard	MedEquip&Supplies_Dental	each	A-DEC		23.0872.01	Autoclavable Syringe Tip - Standard	Patterson	07-103-5591	A/W SYRINGE TIPS METAL 5/PKG	FALSE		
ST69	Instrument Kit, with Bitewing Holder	MedEquip&Supplies_Dental	each	RINN	XCP	542001	RINN	Patterson	07-617-0971	XCP Evolution 2000 Instrument Kit with Bitewing Holder	FALSE		
DJ92	Mount, X-Ray, 4H, #2	MedEquip&Supplies_Dental	each	RINN		236040	4H #2X-Ray Mount Ez-View 4H #2	Patterson	07-617-2258	XRAY MT OPEN WINDOW 4H #2	FALSE		
JS92	Syringe, Aspirating, A- Type 1.7ml Cartridge	MedEquip&Supplies_Dental	each	Patterson		089-9773	Patterson Aspirating Syringe - A-Type, 1.7 ml CartridgeA-Type	Patterson	07-089-9773	ASPIRATING SYRINGE A TYPE	FALSE		
EZ78	Needle, 27 Gauge, Disposable, Long Yellow	MedEquip&Supplies_Dental	each	Patterson		05-N1272	Disposable Needles Plastic Hub27 Gauge Long Yellow, 100/Box	Patterson	07-085-5544	NEEDLES PLASTIC HUB - 27 GA LONG YELLOW	FALSE		
NH40	Needle, 30 Gauge, Disposable, Short Blue	MedEquip&Supplies_Dental	each	Patterson		05-N1301	Disposable Needles Plastic Hub30 Gauge Short Blue, 100/Box	Patterson	07-085-5569	NEEDLES PLASTIC HUB - 30 GA SHORT BLUE	FALSE		
KN60	Paste, Prophy, Coarse, Cool Mint	MedEquip&Supplies_Dental	each	Patterson		20001250	Prophy Paste - Coarse, 200/Box- Cool Mint	Patterson	07-089-0475	PROPHY PASTE 200/BX - COOL MINT COARSE RED	FALSE		
HK60	Evacuator, Double End, 38/39	MedEquip&Supplies_Dental	each	Patterson		07-0924423	Patterson? Double-End Standard Handle Excavators 30/39	Patterson	07-092-4423	EXCAVATOR DE - 38/39	FALSE		
BD07	Plugger/ Condenser, #1/2 Double End, Almalgam	MedEquip&Supplies_Dental	each	J&J Instruments		01-225	Amalgam Pluggers D.E #1/2 Blacks Smooth Double End Amalgam Plugger/Condenser Standard Handle.	Patterson	07-393-6028	AMALGAM PLUGGERS DE - BLACKS 1/2 SMOOTH	FALSE		
YT58	Carver, #3/6 CD, Almalgam	MedEquip&Supplies_Dental	each	Patterson		07-0923771	#3/6 CD Amalgam Carver Standard Handle	Patterson	07-092-3771	CARVER DE - 3/6 CLEOID-DISCOID	FALSE		
TE10	Carver, #89/92, Cleoid Discoid	MedEquip&Supplies_Dental	each	J& J Instruments		04-689	#89/92 Cleoid Discoid Carver Standard Handle	Patterson	07-393-6911	CARVER CLEOID DISCOID DE - 89/92	FALSE		
QN67	Carver, Interproximal, Almalgam	MedEquip&Supplies_Dental	each	Patterson		07-0923490	Interproximal Amalgam Carver Standard Handle	Patterson	07-092-3490	CARVER INTERPROXIMAL DE-CVIPC	FALSE		
AF90	Placement Instrument, Dycal	MedEquip&Supplies_Dental	each	CAULK		623117	Dycal Placement Instrument	Patterson	07-171-9020	DYCAL PLACEMENT INSTRUMENT	FALSE		
NX68	Bite Sick	MedEquip&Supplies_Dental	each	TEMREX		2900	Aidaco Bite Sticks	Patterson	07-384-4750	BITE STICKS AIDACO TPR 80	FALSE		
TS00	Handle, Scalpel, #3	MedEquip&Supplies_Dental	each	Patterson		07-0894501	Surgical Scalpel Handle, Metal #3 - 19-3000	Patterson	07-089-4501	SCALPEL HANDLE #3 - 19-3000	FALSE		
PH33	Etching Gel, 12ml Refill	MedEquip&Supplies_Dental	each	Pulp dent		ET-12	Etch-Rite Etching Gel - 12 ml Refill	Patterson	07-589-6519	ETCH-RITE SYRINGE 12ML	FALSE		
ZE42	Elevator, Surgical, #31, Cryer, Large Handle	MedEquip&Supplies_Dental	each	Patterson		07-0862185	Surgical Elevator #31 Cryer Large Handle	Patterson	07-086-2185	ELEVATOR SURG - 31 CRYER W/LRG HDL	FALSE		
SV32	Retractor, Cheek, Metal	MedEquip&Supplies_Dental	each	J&J Instruments		07-505	University of Minnesota Cheek Retractor Metal	Patterson	07-393-6259	RETRACTOR CHEEK U OF MINN	FALSE		
HH61	Forceps, Extracting, #150	MedEquip&Supplies_Dental	each	Patterson		07-0864322	Extracting Forceps #150	Patterson	07-086-4322	FORCEPS SURG EXTRACTING - 150	FALSE		
RD96	Forceps, Extracting, Pedodontic, #150S	MedEquip&Supplies_Dental	each	Patterson		07-0864926	Pedodontic Patterns Extracting Forceps #150S	Patterson	07-086-4926	FORCEPS SURG PEDO - 150S	FALSE		
RZ03	Forceps, Extracting, #151	MedEquip&Supplies_Dental	each	Patterson		07-0864348	Extracting Forceps #151	Patterson	07-086-4348	FORCEPS SURG EXTRACTING - 151	FALSE		
VK53	Forceps, Extracting, Pedodontic, #151S	MedEquip&Supplies_Dental	each	Patterson		07-0864934	Pedodontic Patterns Extracting Forceps #151S	Patterson	07-086-4934	Round, # 4, 1.4 mm Diameter, 1.4 mm Length, 100/Pkg	FALSE		
VM63	Forceps, Extracting, #17	MedEquip&Supplies_Dental	each	Patterson		07-0864082	Extracting Forceps #17	Patterson	07-086-4082	FORCEPS SURG EXTRACTING - 17	FALSE		
BB91	Forceps, Extracting, #23	MedEquip&Supplies_Dental	each	Patterson		07-0864132	Extracting Forceps #23	Patterson	07-086-4132	FORCEPS SURG EXTRACTING - 23	FALSE		
PN79	Forceps, Extracting, #88R	MedEquip&Supplies_Dental	each	Patterson		07-0864256	Extracting Forceps #88R	Patterson	07-086-4256	FORCEPS SURG EXTRACTING - 88R	FALSE		
EU70	Forceps, Extracting, #88L	MedEquip&Supplies_Dental	each	Patterson		07-0864264	Extracting Forceps #88L	Patterson	07-086-4264	FORCEPS SURG EXTRACTING - 88L	FALSE		
VS48	Forceps, Extracting, #1	MedEquip&Supplies_Dental	each	Patterson		07-0864017	Extracting Forceps #1	Patterson	07-086-4017	FORCEPS SURG EXTRACTING - 1	FALSE		
BU20	Elevator, Surgical, #8, Crane Pick	MedEquip&Supplies_Dental	each	Hu-friedy		E8	Surgical Elevators - #8 Crane Pick	Patterson	07-369-8297	ELEVATOR SURG CRANE PICK #8	FALSE		
